Distance [mm];By [];Bag;#;;;
201,5560096;-0,467285266;-0,453;122;4,680846886;-0,509746321;268,1927711
202,0992872;-0,467300245;-0,453;123;4,693463723;-0,509908671;268,9156626
202,6425649;-0,467360215;-0,453;124;4,706080562;-0,509989852;269,6385543
203,1858425;-0,467404627;-0,453;125;4,718697399;-0,509989852;270,3614457
203,7291202;-0,467433479;-0,453;126;4,731314238;-0,509908671;271,0843374
204,2723978;-0,467446772;-0,453;127;4,743931074;-0,509746321;271,8072289
204,8156755;-0,467444508;-0,453;128;4,756547914;-0,509502828;272,5301205
205,3589531;-0,467426685;-0,453;129;4,76916475;-0,509178231;273,253012
205,9022308;-0,467393305;-0,453;130;4,781781589;-0,508772582;273,9759036
206,4455084;-0,467344368;-0,453;131;4,794398426;-0,508285946;274,6987951
206,9887861;-0,467279874;-0,453;132;4,807015265;-0,507718399;275,4216867
207,5320638;-0,467199824;-0,453;133;4,819632104;-0,507070032;276,1445784
208,0753414;-0,466962124;-0,453;134;4,832248941;-0,506340949;276,8674699
208,6186191;-0,466575711;-0,453;135;4,84486578;-0,505531265;277,5903615
209,1618967;-0,466182054;-0,453;136;4,857482617;-0,50464111;278,313253
209,7051744;-0,465781156;-0,453;137;4,870099456;-0,503670624;279,0361446
210,248452;-0,465373019;-0,453;138;4,882716292;-0,502619963;279,7590361
210,7917297;-0,464957645;-0,453;139;4,895333131;-0,501489293;280,4819277
211,3350073;-0,464535038;-0,453;140;4,907949968;-0,500278795;281,2048192
211,878285;-0,464105198;-0,453;141;4,920566807;-0,498988662;281,9277109
212,4215626;-0,463385345;-0,453;142;4,933183644;-0,497619098;282,6506024
212,9648403;-0,462624186;-0,453;143;4,945800483;-0,496170322;283,373494
213,5081179;-0,461838551;-0,453;144;4,95841732;-0,494642565;284,0963855
214,0513956;-0,461028437;-0,453;145;4,971034159;-0,493036069;284,8192771
214,5946733;-0,460190111;-0,453;146;4,983650998;-0,49135109;285,5421687
215,1379509;-0,459184595;-0,453;147;4,996267834;-0,489587897;286,2650602
215,6812286;-0,458146525;-0,453;148;5,008884673;-0,487746769;286,9879519
216,2245062;-0,457075901;-0,453;149;5,02150151;-0,485828002;287,7108433
216,7677839;-0,455972722;-0,453;150;5,034118349;-0,483831899;288,433735
217,3110615;-0,454836986;-0,453;151;5,046735186;-0,481758778;289,1566265
217,8543392;-0,453668694;-0,453;152;5,059352025;-0,47960897;289,8795181
218,3976168;-0,452467843;-0,453;153;5,071968862;-0,477382816;290,6024096
218,9408945;-0,451234434;-0,453;154;5,084585701;-0,475080672;291,3253012
219,4841721;-0,449968465;-0,453;155;5,097202537;-0,472702903;292,0481927
220,0274498;-0,448669936;-0,453;156;5,109819376;-0,470249888;292,7710843
220,5707274;-0,447338846;-0,453;157;5,122436213;-0,467722017;293,4939758
221,1140051;-0,445975193;-0,453;158;5,135053052;-0,465119693;294,2168675
221,6572828;-0,444578978;-0,453;159;5,147669891;-0,46244333;294,9397591
222,2005604;-0,443150199;-0,453;160;5,160286728;-0,459693355;295,6626506
222,7438381;-0,441688856;-0,453;161;5,172903567;-0,456870204;296,3855422
223,2871157;-0,440194948;-0,453;162;5,185520404;-0,453974328;297,1084337
223,8303934;-0,438668473;-0,453;163;5,198137243;-0,451006186;297,8313253
224,373671;-0,437109432;-0,453;164;5,210754079;-0,447966253;298,5542168
224,9169487;-0,435517823;-0,453;165;5,223370918;-0,444855011;299,2771085
225,4602263;-0,433746138;-0,453;166;5,235987755;-0,441672956;300
226,003504;-0,431902597;-0,453;167;5,248604594;-0,438420594;300,7228916
226,5467816;-0,429923612;-0,453;168;5,261221431;-0,435098444;301,4457831
227,0900593;-0,427752016;-0,453;169;5,27383827;-0,431707033;302,1686747
227,6333369;-0,425568636;-0,453;170;5,286455107;-0,428246903;302,8915662
228,1766146;-0,423373475;-0,453;171;5,299071946;-0,424718602;303,6144578
228,7198923;-0,421166536;-0,453;172;5,311688785;-0,421122694;304,3373495
229,2631699;-0,41894782;-0,453;173;5,324305622;-0,417459751;305,060241
229,8064476;-0,416717331;-0,453;174;5,336922461;-0,413730355;305,7831326
230,3497252;-0,414411313;-0,453;175;5,349539297;-0,409935101;306,5060241
230,8930029;-0,411696302;-0,453;176;5,362156136;-0,406074592;307,2289157
231,4362805;-0,408942377;-0,453;177;5,374772973;-0,402149444;307,9518072
231,9795582;-0,405630474;-0,453;178;5,387389812;-0,39816028;308,6746988
232,5228358;-0,402023736;-0,453;179;5,400006649;-0,394107736;309,3975903
233,0661135;-0,398381076;-0,453;180;5,412623488;-0,389992457;310,1204819
233,6093911;-0,394702493;-0,453;181;5,425240325;-0,385815099;310,8433734
234,1526688;-0,390987986;-0,453;182;5,437857164;-0,381576324;311,5662651
234,6959464;-0,38723755;-0,453;183;5,450474;-0,37727681;312,2891566
235,2392241;-0,383451186;-0,453;184;5,463090839;-0,37291724;313,0120482
235,7825018;-0,37962889;-0,453;185;5,475707678;-0,368498308;313,7349398
236,3257794;-0,37577066;-0,453;186;5,488324515;-0,364020718;314,4578313
236,8690571;-0,371876495;-0,453;187;5,500941354;-0,359485181;315,1807229
237,4123347;-0,367946391;-0,453;188;5,513558191;-0,354892421;315,9036144
237,9556124;-0,363980348;-0,453;189;5,52617503;-0,350243168;316,6265061
238,49889;-0,359978363;-0,453;190;5,538791867;-0,345538164;317,3493976
239,0421677;-0,355940433;-0,453;191;5,551408706;-0,340778155;318,0722892
239,5854453;-0,351866558;-0,453;192;5,564025542;-0,3359639;318,7951807
240,128723;-0,347756733;-0,453;193;5,576642381;-0,331096166;319,5180723
240,6720006;-0,343610959;-0,453;194;5,589259218;-0,326175727;320,2409638
241,2152783;-0,339429231;-0,453;195;5,601876057;-0,321203366;320,9638554
241,7585559;-0,335211549;-0,453;196;5,614492894;-0,316179876;321,6867469
242,3018336;-0,33095791;-0,453;197;5,627109733;-0,311106055;322,4096386
242,8451112;-0,326668313;-0,453;198;5,63972657;-0,305982712;323,13253
243,3883889;-0,322342754;-0,453;199;5,652343409;-0,300810661;323,8554217
243,9316666;-0,317981232;-0,453;200;5,664960248;-0,295590727;324,5783133
244,4749442;-0,313583745;-0,453;201;5,677577084;-0,29032374;325,3012048
245,0182219;-0,30915029;-0,453;202;5,690193923;-0,285010538;326,0240964
245,5614995;-0,304680866;-0,453;203;5,70281076;-0,279651968;326,7469879
246,1047772;-0,300175471;-0,453;204;5,715427599;-0,274248882;327,4698795
246,6480548;-0,295634102;-0,453;205;5,728044436;-0,268802141;328,192771
247,1913325;-0,291056757;-0,453;206;5,740661275;-0,26331261;328,9156627
247,7346101;-0,286443435;-0,453;207;5,753278112;-0,257781166;329,6385542
248,2778878;-0,281764945;-0,453;208;5,765894951;-0,252208686;330,3614458
248,8211654;-0,276609215;-0,453;209;5,778511787;-0,246596061;331,0843373
249,3644431;-0,270564992;-0,453;210;5,791128626;-0,24094418;331,8072289
249,9077207;-0,264700062;-0,453;211;5,803745463;-0,235253946;332,5301204
250,4509984;-0,258834002;-0,453;212;5,816362302;-0,229526263;333,253012
250,9942761;-0,252471869;-0,453;213;5,828979141;-0,223762044;333,9759037
251,5375537;-0,246337407;-0,453;214;5,841595978;-0,217962206;334,6987952
252,0808314;-0,240243961;-0,453;215;5,854212817;-0,212127672;335,4216868
252,624109;-0,23401668;-0,453;216;5,866829654;-0,206259371;336,1445783
253,1673867;-0,227675421;-0,453;217;5,879446493;-0,200358237;336,8674699
253,7106643;-0,221316605;-0,453;218;5,892063329;-0,19442521;337,5903614
254,253942;-0,214940234;-0,453;219;5,904680169;-0,188461234;338,313253
254,7972196;-0,208546307;-0,453;220;5,917297005;-0,182467258;339,0361445
255,3404973;-0,202133889;-0,453;221;5,929913844;-0,176444236;339,7590362
255,8837749;-0,195701848;-0,453;222;5,942530681;-0,170393128;340,4819276
256,4270526;-0,189252496;-0,453;223;5,95514752;-0,164314895;341,2048193
256,9703302;-0,182785833;-0,453;224;5,967764357;-0,158210508;341,9277108
257,5136079;-0,17630186;-0,453;225;5,980381196;-0,152080935;342,6506024
258,0568856;-0,16980058;-0,453;226;5,992998035;-0,145927153;343,373494
258,6001632;-0,163281992;-0,453;227;6,005614872;-0,139750143;344,0963855
259,1434409;-0,1567461;-0,453;228;6,018231711;-0,133550887;344,8192771
259,6867185;-0,150192902;-0,453;229;6,030848547;-0,127330373;345,5421686
260,2299962;-0,143622402;-0,453;230;6,043465386;-0,121089588;346,2650603
260,7732738;-0,137034601;-0,453;231;6,056082223;-0,11482953;346,9879518
261,3165515;-0,130429498;-0,453;232;6,068699062;-0,108551192;347,7108434
261,8598291;-0,123807097;-0,453;233;6,081315899;-0,102255575;348,4337349
262,4031068;-0,117167398;-0,453;234;6,093932738;-0,09594368;349,1566265
262,9463844;-0,110510402;-0,453;235;6,106549575;-0,089616513;349,879518
263,4896621;-0,10383611;-0,453;236;6,119166414;-0,08327508;350,6024096
264,0329397;-0,097144525;-0,453;237;6,13178325;-0,076920392;351,3253011
264,5762174;-0,090435647;-0,453;238;6,144400089;-0,070553459;352,0481928
265,1194951;-0,083709478;-0,453;239;6,157016928;-0,064175294;352,7710844
265,6627727;-0,076966018;-0,453;240;6,169633765;-0,057786916;353,4939759
266,2060504;-0,070127616;-0,453;241;6,182250604;-0,051389337;354,2168675
266,749328;-0,063194941;-0,453;242;6,194867441;-0,04498358;354,939759
267,2926057;-0,056248878;-0,453;243;6,20748428;-0,03857066;355,6626506
267,8358833;-0,049289425;-0,453;244;6,220101117;-0,032151602;356,3855421
268,379161;-0,042316574;-0,453;245;6,232717956;-0,025727425;357,1084338
268,9224386;-0,035330323;-0,453;246;6,245334792;-0,019299154;357,8313252
269,4657163;-0,028330667;-0,453;247;6,257951631;-0,012867809;358,5542169
270,0089939;-0,021314473;-0,453;248;6,270568468;-0,006434417;359,2771084
270,5522716;-0,014272965;-0,453;249;6,283185307;-1,24965E-16;360
271,0955492;-0,007213978;-0,453;250;6,295802144;0,006434416;360,7228915
271,6388269;-0,00013751;-0,453;251;6,308418983;0,012867809;361,4457831
272,1821046;0,006905046;0,453;1;6,321035822;0,019299154;362,1686748
272,7253822;0,013912085;0,453;2;6,333652659;0,025727425;362,8915662
273,2686599;0,020898625;0,453;3;6,346269498;0,032151602;363,6144579
273,8119375;0,027864668;0,453;4;6,358886334;0,03857066;364,3373494
274,3552152;0,034810214;0,453;5;6,371503173;0,04498358;365,060241
274,8984928;0,041735267;0,453;6;6,38412001;0,051389337;365,7831325
275,4417705;0,048639827;0,453;7;6,396736849;0,057786916;366,5060241
275,9850481;0,055523897;0,453;8;6,409353686;0,064175294;367,2289156
276,5283258;0,062387477;0,453;9;6,421970525;0,070553459;367,9518072
277,0716034;0,069230571;0,453;10;6,434587362;0,076920391;368,6746987
277,6148811;0,076053179;0,453;11;6,447204201;0,08327508;369,3975904
278,1581587;0,082855303;0,453;12;6,459821037;0,089616512;370,1204819
278,7014364;0,089636946;0,453;13;6,472437877;0,09594368;370,8433735
279,2447141;0,096398108;0,453;14;6,485054716;0,102255575;371,5662651
279,7879917;0,103138792;0,453;15;6,497671552;0,108551192;372,2891566
280,3312694;0,109859;0,453;16;6,510288391;0,11482953;373,0120482
280,874547;0,116558732;0,453;17;6,522905228;0,121089588;373,7349397
281,4178247;0,123237992;0,453;18;6,535522067;0,127330373;374,4578314
281,9611023;0,12989678;0,453;19;6,548138904;0,133550887;375,1807229
282,50438;0,136535098;0,453;20;6,560755743;0,139750143;375,9036145
283,0476576;0,143152948;0,453;21;6,57337258;0,145927153;376,626506
283,5909353;0,149750333;0,453;22;6,585989419;0,152080935;377,3493976
284,1342129;0,156327252;0,453;23;6,598606255;0,158210507;378,0722891
284,6774906;0,16288371;0,453;24;6,611223094;0,164314895;378,7951807
285,2207682;0,169493809;0,453;25;6,623839931;0,170393127;379,5180722
285,7640459;0,176142445;0,453;26;6,63645677;0,176444236;380,2409638
286,3073236;0,182446205;0,453;27;6,649073609;0,182467258;380,9638555
286,8506012;0,188731411;0,453;28;6,661690446;0,188461234;381,686747
287,3938789;0,194998061;0,453;29;6,674307285;0,19442521;382,4096386
287,9371565;0,201246155;0,453;30;6,686924122;0,200358237;383,1325301
288,4804342;0,207475689;0,453;31;6,699540961;0,206259371;383,8554217
289,0237118;0,213686663;0,453;32;6,712157797;0,212127672;384,5783132
289,5669895;0,219879074;0,453;33;6,724774636;0,217962206;385,3012048
290,1102671;0,22605292;0,453;34;6,737391473;0,223762044;386,0240963
290,6535448;0,232232386;0,453;35;6,750008312;0,229526263;386,746988
291,1968224;0,238471756;0,453;36;6,762625149;0,235253945;387,4698795
291,7401001;0,24469683;0,453;37;6,775241988;0,24094418;388,1927711
292,2833777;0,250907606;0,453;38;6,787858825;0,24659606;388,9156626
292,8266554;0,259151578;0,453;39;6,800475664;0,252208686;389,6385542
293,3699331;0,264819795;0,453;40;6,813092503;0,257781166;390,3614458
293,9132107;0,270504005;0,453;41;6,825709339;0,26331261;391,0843373
294,4564884;0,276137101;0,453;42;6,838326178;0,268802141;391,807229
294,999766;0,281719084;0,453;43;6,850943015;0,274248882;392,5301205
295,5430437;0,287249954;0,453;44;6,863559854;0,279651968;393,2530121
296,0863213;0,292729712;0,453;45;6,876176691;0,285010538;393,9759036
296,629599;0,29815836;0,453;46;6,88879353;0,29032374;394,6987952
297,1728766;0,303535898;0,453;47;6,901410367;0,295590727;395,4216867
297,7161543;0,308573169;0,453;48;6,914027206;0,300810661;396,1445783
298,2594319;0,313211209;0,453;49;6,926644042;0,305982711;396,8674698
298,8027096;0,317805757;0,453;50;6,939260881;0,311106055;397,5903614
299,3459872;0,322356813;0,453;51;6,951877718;0,316179875;398,3132529
299,8892649;0,326864378;0,453;52;6,964494557;0,321203366;399,0361446
300,4325426;0,331328453;0,453;53;6,977111396;0,326175727;399,7590362
300,9758202;0,335749038;0,453;54;6,989728233;0,331096166;400,4819277
301,5190979;0,340126133;0,453;55;7,002345072;0,3359639;401,2048193
302,0623755;0,34445974;0,453;56;7,014961909;0,340778155;401,9277108
302,6056532;0,34874986;0,453;57;7,027578748;0,345538164;402,6506024
303,1489308;0,352996491;0,453;58;7,040195584;0,350243168;403,3734939
303,6922085;0,357199637;0,453;59;7,052812424;0,354892421;404,0963856
304,2354861;0,361359296;0,453;60;7,06542926;0,359485181;404,8192771
304,7787638;0,365475469;0,453;61;7,078046099;0,364020718;405,5421687
305,3220414;0,369548158;0,453;62;7,090662936;0,368498308;406,2650602
305,8653191;0,373621215;0,453;63;7,103279775;0,37291724;406,9879518
306,4085967;0,377703737;0,453;64;7,115896612;0,37727681;407,7108433
306,9518744;0,38081042;0,453;65;7,128513451;0,381576324;408,4337349
307,4951521;0,384021298;0,453;66;7,14113029;0,385815099;409,1566266
308,0384297;0,3872221;0,453;67;7,153747127;0,389992457;409,8795181
308,5817074;0,39041283;0,453;68;7,166363966;0,394107736;410,6024097
309,124985;0,393593494;0,453;69;7,178980802;0,39816028;411,3253012
309,6682627;0,396764098;0,453;70;7,191597641;0,402149444;412,0481928
310,2115403;0,399924646;0,453;71;7,204214478;0,406074592;412,7710843
310,754818;0,403075144;0,453;72;7,216831317;0,409935101;413,4939759
311,2980956;0,405996063;0,453;73;7,229448154;0,413730355;414,2168674
311,8413733;0,408238319;0,453;74;7,242064993;0,417459751;414,939759
312,3846509;0,410438872;0,453;75;7,25468183;0,421122694;415,6626505
312,9279286;0,412597725;0,453;76;7,267298669;0,424718602;416,3855422
313,4712062;0,414714881;0,453;77;7,279915505;0,428246902;417,1084337
314,0144839;0,416790345;0,453;78;7,292532344;0,431707033;417,8313253
314,5577616;0,418824119;0,453;79;7,305149183;0,435098444;418,5542169
315,1010392;0,420816208;0,453;80;7,31776602;0,438420594;419,2771084
315,6443169;0,422766616;0,453;81;7,330382859;0,441672956;420
316,1875945;0,424675346;0,453;82;7,342999696;0,444855011;420,7228915
316,7308722;0,426542402;0,453;83;7,355616535;0,447966253;421,4457832
317,2741498;0,428367787;0,453;84;7,368233372;0,451006186;422,1686747
317,8174275;0,430151505;0,453;85;7,380850211;0,453974328;422,8915663
318,3607051;0,431893561;0,453;86;7,393467047;0,456870204;423,6144578
318,9039828;0,433593957;0,453;87;7,406083886;0,459693355;424,3373494
319,4472604;0,435252698;0,453;88;7,418700723;0,46244333;425,0602409
319,9905381;0,436932478;0,453;89;7,431317562;0,465119693;425,7831325
320,5338157;0,438943209;0,453;90;7,443934399;0,467722017;426,506024
321,0770934;0,440917881;0,453;91;7,456551238;0,470249888;427,2289157
321,6203711;0,44284785;0,453;92;7,469168077;0,472702903;427,9518073
322,1636487;0,444631965;0,453;93;7,481784914;0,475080672;428,6746988
322,7069264;0,446380089;0,453;94;7,494401753;0,477382816;429,3975904
323,250204;0,448092222;0,453;95;7,507018589;0,47960897;430,1204819
323,7934817;0,449768365;0,453;96;7,519635428;0,481758778;430,8433735
324,3367593;0,45140852;0,453;97;7,532252265;0,483831899;431,566265
324,880037;0,453012688;0,453;98;7,544869104;0,485828002;432,2891567
325,4233146;0,454580868;0,453;99;7,557485941;0,487746769;433,0120481
325,9665923;0,455588165;0,453;100;7,57010278;0,489587897;433,7349398
326,5098699;0,456512574;0,453;101;7,582719617;0,49135109;434,4578313
327,0531476;0,457349474;0,453;102;7,595336456;0,493036069;435,1807229
327,5964252;0,458093517;0,453;103;7,607953292;0,494642564;435,9036144
328,1397029;0,458825426;0,453;104;7,620570131;0,496170322;436,626506
328,6829806;0,459545197;0,453;105;7,633186971;0,497619098;437,3493976
329,2262582;0,46025283;0,453;106;7,645803807;0,498988662;438,0722891
329,7695359;0,460780092;0,453;107;7,658420646;0,500278795;438,7951808
330,3128135;0,461268569;0,453;108;7,671037483;0,501489293;439,5180723
330,8560912;0,461739397;0,453;109;7,683654322;0,502619963;440,2409639
331,3993688;0,462192575;0,453;110;7,696271159;0,503670624;440,9638554
331,9426465;0,462628102;0,453;111;7,708887998;0,50464111;441,686747
332,4859241;0,463045976;0,453;112;7,721504835;0,505531265;442,4096385
333,0292018;0,463446198;0,453;113;7,734121674;0,506340949;443,1325301
333,5724794;0,463828765;0,453;114;7,74673851;0,507070032;443,8554216
334,1157571;0,464193677;0,453;115;7,759355349;0,507718399;444,5783133
334,6590347;0,464540933;0,453;116;7,771972186;0,508285946;445,3012048
335,2023124;0,464870531;0,453;117;7,784589025;0,508772582;446,0240964
335,7455901;0,465182471;0,453;118;7,797205864;0,509178231;446,746988
336,2888677;0,46547675;0,453;119;7,809822701;0,509502828;447,4698795
336,8321454;0,46575337;0,453;120;7,82243954;0,509746321;448,1927711
337,375423;0,466012327;0,453;121;7,835056377;0,509908671;448,9156626
337,9187007;0,466253621;0,453;122;7,847673216;0,509989852;449,6385543
338,4619783;0,466477252;0,453;123;7,860290052;0,509989852;450,3614457
339,005256;0,466683217;0,453;124;7,872906891;0,509908671;451,0843374
339,5485336;0,466871517;0,453;125;7,885523728;0,509746321;451,8072289
340,0918113;0,467042149;0,453;126;7,898140567;0,509502828;452,5301205
340,6350889;0,467195113;0,453;127;7,910757404;0,509178231;453,253012
341,1783666;0,467330407;0,453;128;7,923374243;0,508772582;453,9759036
341,7216442;0,467448032;0,453;129;7,93599108;0,508285946;454,6987951
342,2649219;0,467482644;0,453;130;7,948607919;0,507718399;455,4216867
342,8081995;0,467272245;0,453;131;7,961224755;0,507070033;456,1445782
343,3514772;0,466963704;0,453;132;7,973841594;0,506340949;456,8674699
343,8947549;0,466627577;0,453;133;7,986458433;0,505531265;457,5903615
344,4380325;0,466259407;0,453;134;7,99907527;0,50464111;458,313253
344,9813102;0,465867001;0,453;135;8,011692109;0,503670624;459,0361446
345,5245878;0,465453557;0,453;136;8,024308946;0,502619963;459,7590361
346,0678655;0,465019071;0,453;137;8,036925785;0,501489293;460,4819277
346,6111431;0,464563542;0,453;138;8,049542622;0,500278795;461,2048192
347,1544208;0,464086966;0,453;139;8,062159461;0,498988662;461,9277109
347,6976984;0,463517937;0,453;140;8,074776297;0,497619098;462,6506024
348,2409761;0,46277139;0,453;141;8,087393136;0,496170322;463,373494
348,7842537;0,46199685;0,453;142;8,100009973;0,494642565;464,0963855
349,3275314;0,461194318;0,453;143;8,112626812;0,493036069;464,8192771
349,870809;0,460363796;0,453;144;8,125243649;0,49135109;465,5421686
350,4140867;0,459505284;0,453;145;8,137860488;0,489587897;466,2650602
350,9573644;0,458618785;0,453;146;8,150477327;0,487746769;466,9879519
351,500642;0,4577043;0,453;147;8,163094164;0,485828002;467,7108433
352,0439197;0,45676183;0,453;148;8,175711003;0,483831899;468,433735
352,5871973;0,455791376;0,453;149;8,188327839;0,481758778;469,1566265
353,130475;0,454792941;0,453;150;8,200944679;0,47960897;469,8795181
353,6737526;0,453766525;0,453;151;8,213561515;0,477382816;470,6024096
354,2170303;0,452603432;0,453;152;8,226178354;0,475080672;471,3253012
354,7603079;0,451385085;0,453;153;8,238795191;0,472702903;472,0481927
355,3035856;0,450141198;0,453;154;8,25141203;0,470249888;472,7710843
355,8468632;0,448871771;0,453;155;8,264028867;0,467722017;473,4939758
356,3901409;0,447576801;0,453;156;8,276645706;0,465119693;474,2168675
356,9334185;0,446256287;0,453;157;8,289262542;0,462443331;474,939759
357,4766962;0,444910227;0,453;158;8,301879382;0,459693355;475,6626506
358,0199739;0,44353862;0,453;159;8,314496221;0,456870204;476,3855422
358,5632515;0,442141463;0,453;160;8,327113057;0,453974328;477,1084337
359,1065292;0,440694161;0,453;161;8,339729896;0,451006186;477,8313253
359,6498068;0,439126152;0,453;162;8,352346733;0,447966253;478,5542168
360,1930845;0,437512274;0,453;163;8,364963572;0,444855011;479,2771085
360,7363621;0,435852525;0,453;164;8,377580409;0,441672956;480
361,2796398;0,434146907;0,453;165;8,390197248;0,438420594;480,7228916
361,8229174;0,431831437;0,453;166;8,402814085;0,435098444;481,4457831
362,3661951;0,429980822;0,453;167;8,415430924;0,431707033;482,1686747
362,9094727;0,428522986;0,453;168;8,42804776;0,428246903;482,8915662
363,4527504;0,426571271;0,453;169;8,440664599;0,424718602;483,6144578
363,996028;0,424283973;0,453;170;8,453281436;0,421122695;484,3373493
364,5393057;0,421942002;0,453;171;8,465898275;0,417459751;485,060241
365,0825834;0,419545358;0,453;172;8,478515114;0,413730355;485,7831326
365,625861;0,417094041;0,453;173;8,491131951;0,409935101;486,5060241
366,1691387;0,414588049;0,453;174;8,50374879;0,406074592;487,2289157
366,7124163;0,412027385;0,453;175;8,516365627;0,402149444;487,9518072
367,255694;0,409412046;0,453;176;8,528982466;0,39816028;488,6746988
367,7989716;0,406676311;0,453;177;8,541599302;0,394107736;489,3975903
368,3422493;0,403645917;0,453;178;8,554216141;0,389992457;490,1204819
368,8855269;0,400568339;0,453;179;8,566832978;0,385815099;490,8433734
369,4288046;0,397443579;0,453;180;8,579449817;0,381576324;491,5662651
369,9720822;0,394271638;0,453;181;8,592066654;0,37727681;492,2891566
370,5153599;0,39105252;0,453;182;8,604683493;0,37291724;493,0120482
371,0586375;0,387724875;0,453;183;8,61730033;0,368498308;493,7349397
371,6019152;0,384324989;0,453;184;8,629917169;0,364020718;494,4578313
372,1451929;0,380882824;0,453;185;8,642534008;0,359485181;495,1807229
372,6884705;0,377398374;0,453;186;8,655150844;0,354892421;495,9036144
373,2317482;0,373871637;0,453;187;8,667767683;0,350243168;496,6265061
373,7750258;0,370302608;0,453;188;8,68038452;0,345538164;497,3493976
374,3183035;0,366000547;0,453;189;8,693001359;0,340778155;498,0722892
374,8615811;0,36154614;0,453;190;8,705618196;0,3359639;498,7951807
375,4048588;0,357048638;0,453;191;8,718235035;0,331096166;499,5180723
375,9481364;0,352508037;0,453;192;8,730851872;0,326175727;500,2409638
376,4914141;0,347924331;0,453;193;8,743468711;0,321203366;500,9638554
377,0346917;0,343297517;0,453;194;8,756085547;0,316179876;501,6867469
377,5779694;0,338627588;0,453;195;8,768702386;0,311106055;502,4096386
378,121247;0,333914542;0,453;196;8,781319223;0,305982712;503,13253
378,6645247;0,329158372;0,453;197;8,793936062;0,300810661;503,8554217
379,2078024;0,324359074;0,453;198;8,806552901;0,295590727;504,5783133
379,75108;0,319516644;0,453;199;8,819169738;0,29032374;505,3012048
380,2943577;0,314631077;0,453;200;8,831786577;0,285010538;506,0240964
380,8376353;0,309651632;0,453;201;8,844403414;0,279651968;506,7469879
381,380913;0,304587779;0,453;202;8,857020253;0,274248882;507,4698795
381,9241906;0,299494501;0,453;203;8,86963709;0,268802141;508,192771
382,4674683;0,294371791;0,453;204;8,882253929;0,26331261;508,9156627
383,0107459;0,289219639;0,453;205;8,894870765;0,257781166;509,6385542
383,5540236;0,284038038;0,453;206;8,907487604;0,252208686;510,3614458
384,0973012;0,278826978;0,453;207;8,920104441;0,246596061;511,0843373
384,6405789;0,273586451;0,453;208;8,93272128;0,24094418;511,8072289
385,1838565;0,268264493;0,453;209;8,945338117;0,235253946;512,5301204
385,7271342;0,26268152;0,453;210;8,957954956;0,229526263;513,253012
386,2704119;0,257037132;0,453;211;8,970571795;0,223762044;513,9759037
386,8136895;0,251340167;0,453;212;8,983188632;0,217962206;514,6987952
387,3569672;0,245559477;0,453;213;8,995805471;0,212127672;515,4216868
387,9002448;0,239386812;0,453;214;9,008422307;0,206259371;516,1445783
388,4435225;0,233180134;0,453;215;9,021039146;0,200358237;516,8674699
388,9868001;0,226964615;0,453;216;9,033655983;0,19442521;517,5903614
389,5300778;0,220649105;0,453;217;9,046272822;0,188461234;518,313253
390,0733554;0,214228142;0,453;218;9,058889659;0,182467258;519,0361445
390,6166331;0,2078275;0,453;219;9,071506498;0,176444236;519,7590362
391,1599107;0,201408535;0,453;220;9,084123335;0,170393128;520,4819276
391,7031884;0,194971249;0,453;221;9,096740174;0,164314895;521,2048193
392,246466;0,188515641;0,453;222;9,10935701;0,158210508;521,9277108
392,7897437;0,182041713;0,453;223;9,121973849;0,152080935;522,6506024
393,3330214;0,175549463;0,453;224;9,134590688;0,145927153;523,373494
393,876299;0,169038893;0,453;225;9,147207525;0,139750143;524,0963855
394,4195767;0,162510002;0,453;226;9,159824364;0,133550887;524,8192771
394,9628543;0,155962791;0,453;227;9,172441201;0,127330373;525,5421686
395,506132;0,14939726;0,453;228;9,18505804;0,121089588;526,2650603
396,0494096;0,14281341;0,453;229;9,197674877;0,11482953;526,9879518
396,5926873;0,13619143;0,453;230;9,210291716;0,108551192;527,7108434
397,1359649;0,129526764;0,453;231;9,222908552;0,102255575;528,4337349
397,6792426;0,122846289;0,453;232;9,235525391;0,09594368;529,1566265
398,2225202;0,116150007;0,453;233;9,248142228;0,089616513;529,879518
398,7657979;0,10943792;0,453;234;9,260759067;0,08327508;530,6024096
399,3090755;0,102710029;0,453;235;9,273375904;0,076920392;531,3253011
399,8523532;0,095969081;0,453;236;9,285992743;0,070553459;532,0481928
400,3956309;0,089210849;0,453;237;9,298609582;0,064175294;532,7710844
400,9389085;0,082434849;0,453;238;9,311226419;0,057786916;533,4939759
401,4821862;0,075641081;0,453;239;9,323843258;0,051389337;534,2168675
402,0254638;0,068829546;0,453;240;9,336460094;0,04498358;534,939759
402,5687415;0,062000244;0,453;241;9,349076934;0,03857066;535,6626506
403,1120191;0,055153175;0,453;242;9,36169377;0,032151602;536,3855421
403,6552968;0,04828834;0,453;243;9,374310609;0,025727425;537,1084338
404,1985744;0,041405739;0,453;244;9,386927446;0,019299154;537,8313252
404,7418521;0,034505372;0,453;245;9,399544285;0,012867809;538,5542169
405,2851297;0,027587241;0,453;246;9,412161122;0,006434417;539,2771084
405,8284074;0,020611539;0,453;247;9,424777961;1,87448E-16;540
406,371685;0,013584899;0,453;248;9,437394797;-0,006434416;540,7228915
406,9149627;0,006663937;0,453;249;9,450011637;-0,012867809;541,4457831
